date,sport,game_id,commence_time,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2026-01-19,NHL,5dda9709fbd9470ba1551dc88ce8923d,2026-01-19T18:30:00Z,Carolina Hurricanes,Buffalo Sabres,betmgm,-190,155,-1.5,125,1.5,-150,6.5,-110,-110
2026-01-19,NHL,61a1fed5c9979276f4d68d3781ec18ad,2026-01-19T21:00:00Z,Colorado Avalanche,Washington Capitals,betmgm,-200,165,-1.5,120,1.5,-145,6.5,-110,-110
2026-01-19,NHL,d79bbfcc60bac2b1d7a3a59addb16436,2026-01-19T22:00:00Z,Seattle Kraken,Pittsburgh Penguins,betmgm,105,-125,1.5,-235,-1.5,190,6.0,-105,-115
2026-01-19,NHL,b910ddb01d9b100a140857063abf7d84,2026-01-19T23:00:00Z,Florida Panthers,San Jose Sharks,betmgm,-185,154,-1.5,130,1.5,-155,6.5,-115,-105
2026-01-19,NHL,c28760643efcf42e829eeaa59c23fa45,2026-01-20T00:30:00Z,Toronto Maple Leafs,Minnesota Wild,betmgm,-115,-105,-1.5,200,1.5,-250,6.0,-120,100
2026-01-19,NHL,e69d25b1fdf12f6c21d8d86a59e60cd6,2026-01-20T01:00:00Z,Vegas Golden Knights,Philadelphia Flyers,betmgm,-210,170,-1.5,115,1.5,-135,6.0,-120,100
2026-01-19,NHL,fdf84e8b6863f65b1b3c857bbaca439b,2026-01-20T01:30:00Z,Chicago Blackhawks,Winnipeg Jets,betmgm,118,-140,1.5,-210,-1.5,170,6.0,-110,-110
2026-01-19,NHL,268c1a74c11817f897e376aebd76e084,2026-01-20T02:00:00Z,Calgary Flames,New Jersey Devils,betmgm,-102,-118,1.5,-250,-1.5,200,6.0,-102,-118
2026-01-19,NHL,38e816309910762f5fab836d33bef34e,2026-01-20T03:00:00Z,Anaheim Ducks,New York Rangers,betmgm,-135,115,-1.5,170,1.5,-210,6.5,-118,-102
2026-01-19,NHL,17a821b92d8fc4f73197e4f68231c137,2026-01-20T03:00:00Z,Vancouver Canucks,New York Islanders,betmgm,118,-145,1.5,-210,-1.5,170,6.0,-102,-118
2026-01-19,NBA,60b04efecd19028a2eb20c81649abaf1,2026-01-19T18:10:00Z,Atlanta Hawks,Milwaukee Bucks,betmgm,-140,115,-2.5,-105,2.5,-115,231.5,-110,-110
2026-01-19,NBA,d9b1ce3cf25e2645fdb24e89d4f1a38e,2026-01-19T19:40:00Z,Cleveland Cavaliers,Oklahoma City Thunder,betmgm,190,-235,5.5,-102,-5.5,-118,230.5,-115,-105
2026-01-19,NBA,d83e3a6de719f872d8af6632781718c1,2026-01-19T20:10:00Z,Washington Wizards,Los Angeles Clippers,betmgm,225,-285,7.5,-110,-7.5,-110,226.5,-110,-110
2026-01-19,NBA,e7f04ed48f026208a6d078b5b3bc118b,2026-01-19T22:10:00Z,New York Knicks,Dallas Mavericks,betmgm,-450,340,-10.5,-110,10.5,-110,229.5,-115,-105
2026-01-19,NBA,0ff8277cb58ea65a441ebef0f658a566,2026-01-19T22:10:00Z,San Antonio Spurs,Utah Jazz,betmgm,-1100,700,-16.5,-110,16.5,-110,240.5,-110,-110
2026-01-19,NBA,b68ce56ffffc7b2cb21f03e660422899,2026-01-20T00:10:00Z,Philadelphia 76ers,Indiana Pacers,betmgm,-275,220,-6.5,-110,6.5,-110,226.5,-115,-105
2026-01-19,NBA,41cd5f6adac96f85be9cf529b363f604,2026-01-20T00:40:00Z,Brooklyn Nets,Phoenix Suns,betmgm,260,-325,8.5,-115,-8.5,-105,216.5,-110,-110
2026-01-19,NBA,df230babfc6ef1362f740fbb16136e77,2026-01-20T01:10:00Z,Detroit Pistons,Boston Celtics,betmgm,-155,125,-3.5,-102,3.5,-118,224.5,-110,-110
2026-01-19,NBA,4d7a9815b4e6215ab1309ddb47162781,2026-01-20T03:10:00Z,Golden State Warriors,Miami Heat,betmgm,-220,180,-5.5,-110,5.5,-110,239.5,-110,-110
