date,sport,game_id,commence_time,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2026-01-11,NHL,7fcf75b80d0464093c3f69e1de90f468,2026-01-11T19:10:00Z,Winnipeg Jets,New Jersey Devils,betmgm,-125,105,-1.5,190,1.5,-235,5.5,-120,100
2026-01-11,NHL,d9f0e8b78ffaf95ad60eb8d3279cb00a,2026-01-11T22:10:00Z,Boston Bruins,Pittsburgh Penguins,betmgm,100,-120,1.5,-235,-1.5,195,6.5,100,-120
2026-01-11,NHL,e4c01c89af5c7e7ce8a5e2aec254b35c,2026-01-12T00:10:00Z,Utah Mammoth,Columbus Blue Jackets,betmgm,-190,155,-1.5,125,1.5,-155,6.0,-118,-102
2026-01-11,NHL,0d6c6ba6f84b163851b36941e32a4c7d,2026-01-12T00:10:00Z,Nashville Predators,Washington Capitals,betmgm,125,-150,1.5,-190,-1.5,155,6.0,-120,100
2026-01-11,NHL,ad845e4428af5e3af90345614494e2df,2026-01-12T01:10:00Z,San Jose Sharks,Vegas Golden Knights,betmgm,125,-155,1.5,-185,-1.5,150,6.5,-118,-102
2026-01-11,NBA,e3c70531715a7b1b9ce284c384c8bd0d,2026-01-11T20:10:00Z,Orlando Magic,New Orleans Pelicans,betmgm,-250,200,-6.5,-110,6.5,-110,234.5,-110,-110
2026-01-11,NBA,7895da09d75f61761b080b8763233dbf,2026-01-11T20:40:00Z,Memphis Grizzlies,Brooklyn Nets,betmgm,-285,225,-7.5,-110,7.5,-110,220.5,-115,-105
2026-01-11,NBA,ee0ac8f02833830683b95a6d680bf8f5,2026-01-11T23:10:00Z,Portland Trail Blazers,New York Knicks,betmgm,155,-190,4.5,-105,-4.5,-115,230.5,-110,-110
2026-01-11,NBA,c392141a8f0eb03db56a0f0dca86dd14,2026-01-11T23:10:00Z,Toronto Raptors,Philadelphia 76ers,betmgm,150,-185,4.5,-115,-4.5,-105,222.5,-110,-110
2026-01-11,NBA,1b53cc188b7e6da183c7ee206c966a12,2026-01-12T00:10:00Z,Oklahoma City Thunder,Miami Heat,betmgm,-900,600,-14.5,-105,14.5,-115,234.5,-105,-115
2026-01-11,NBA,5b2d4eaa5c0cd6a8c34752502a77927e,2026-01-12T00:10:00Z,Minnesota Timberwolves,San Antonio Spurs,betmgm,-145,120,-2.5,-110,2.5,-110,235.5,-110,-110
2026-01-11,NBA,230cc244629492f81d1e9b5b482ea05a,2026-01-12T01:10:00Z,Denver Nuggets,Milwaukee Bucks,betmgm,110,-135,1.5,-102,-1.5,-118,220.5,-115,-105
2026-01-11,NBA,da88ede61ab04b8f3bb31d18bb33b03e,2026-01-12T01:10:00Z,Phoenix Suns,Washington Wizards,betmgm,-900,600,-14.5,-105,14.5,-115,230.5,-110,-110
2026-01-11,NBA,337fdea46a5e7e784adb5058e364491e,2026-01-12T01:40:00Z,Golden State Warriors,Atlanta Hawks,betmgm,-220,180,-5.5,-115,5.5,-105,235.5,-110,-110
2026-01-11,NBA,36fcfef1bd63f4ffa34b87ba9251e130,2026-01-12T02:10:00Z,Sacramento Kings,Houston Rockets,betmgm,475,-650,13.5,-110,-13.5,-110,222.5,-110,-110
