date,sport,game_id,commence_time,snapshot_taken_at_utc,api_snapshot_timestamp_utc,response_received_at_utc,bookmaker_last_update_utc,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2025-11-04,NHL,35afbe2bf41c1c0cd206098af2f039f7,2025-11-04T03:10:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:53:01Z,Seattle Kraken,Chicago Blackhawks,caesars,-1800,850,-2.5,-125,2.5,-105,4.5,120,-150
2025-11-04,NHL,35afbe2bf41c1c0cd206098af2f039f7,2025-11-04T03:10:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:55:01Z,Seattle Kraken,Chicago Blackhawks,betmgm,-2000,850,-2.5,-125,2.5,-105,4.5,120,-160
2025-11-04,NHL,8957ffc4b88dc63ef859820732b08798,2025-11-05T00:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:53:01Z,New York Islanders,Boston Bruins,caesars,-160,135,-1.5,158,1.5,-190,6.5,-110,-110
2025-11-04,NHL,8957ffc4b88dc63ef859820732b08798,2025-11-05T00:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:55:01Z,New York Islanders,Boston Bruins,betmgm,-160,135,-1.5,145,1.5,-175,6.0,-125,105
2025-11-04,NHL,4b19178a6651227cfc48aadd0113e264,2025-11-05T00:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:53:01Z,Buffalo Sabres,Utah Mammoth,caesars,115,-135,1.5,-215,-1.5,178,6.5,100,-120
2025-11-04,NHL,4b19178a6651227cfc48aadd0113e264,2025-11-05T00:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:55:01Z,Buffalo Sabres,Utah Mammoth,betmgm,105,-130,1.5,-220,-1.5,180,6.5,-105,-115
2025-11-04,NHL,8f8d3f139949b0a2423dbd0fd7885fbe,2025-11-05T00:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:53:01Z,New York Rangers,Carolina Hurricanes,caesars,105,-125,1.5,-250,-1.5,205,6.0,-105,-115
2025-11-04,NHL,8f8d3f139949b0a2423dbd0fd7885fbe,2025-11-05T00:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:55:01Z,New York Rangers,Carolina Hurricanes,betmgm,105,-125,1.5,-225,-1.5,185,6.0,-105,-115
2025-11-04,NHL,8cac4b271e8409f4cbe0a33fd6f923e2,2025-11-05T00:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:53:01Z,Montréal Canadiens,Philadelphia Flyers,caesars,-160,135,-1.5,158,1.5,-190,5.5,-125,105
2025-11-04,NHL,8cac4b271e8409f4cbe0a33fd6f923e2,2025-11-05T00:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:55:01Z,Montréal Canadiens,Philadelphia Flyers,betmgm,-160,135,-1.5,145,1.5,-175,6.0,100,-120
2025-11-04,NHL,1c9ae1e6958a839b8c7e8d1234edd7a8,2025-11-05T01:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:53:01Z,Dallas Stars,Edmonton Oilers,caesars,-130,110,-1.5,180,1.5,-220,6.0,-115,-105
2025-11-04,NHL,1c9ae1e6958a839b8c7e8d1234edd7a8,2025-11-05T01:00:00Z,2025-11-04T05:00:00Z,2025-11-04T04:55:37Z,"Sun, 08 Feb 2026 05:18:13 GMT",2025-11-04T04:55:01Z,Dallas Stars,Edmonton Oilers,betmgm,-130,105,-1.5,180,1.5,-220,6.0,-110,-110
