date,sport,game_id,commence_time,snapshot_taken_at_utc,api_snapshot_timestamp_utc,response_received_at_utc,bookmaker_last_update_utc,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2025-11-10,NHL,270a41f8c981033cd6a15ba32ae3e80d,2025-11-10T03:08:07Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:52:12Z,Vancouver Canucks,Colorado Avalanche,caesars,145,-180,1.5,-300,-1.5,230,6.5,-135,105
2025-11-10,NHL,270a41f8c981033cd6a15ba32ae3e80d,2025-11-10T03:08:07Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:53:19Z,Vancouver Canucks,Colorado Avalanche,betmgm,125,-155,1.5,-375,-1.5,260,6.5,-140,105
2025-11-10,NHL,72c30e47fc31e546e1af72368f69196c,2025-11-10T03:10:38Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:52:12Z,Anaheim Ducks,Winnipeg Jets,caesars,-900,550,-2.5,105,2.5,-135,6.5,-120,-110
2025-11-10,NHL,72c30e47fc31e546e1af72368f69196c,2025-11-10T03:10:38Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:53:19Z,Anaheim Ducks,Winnipeg Jets,betmgm,-1000,575,-2.5,105,2.5,-140,6.5,-110,-120
2025-11-10,NHL,30ff1822089da57e62b2496ac44f1b7f,2025-11-11T00:00:00Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:52:12Z,New York Rangers,Nashville Predators,caesars,-178,150,-1.5,143,1.5,-170,5.5,-115,-105
2025-11-10,NHL,30ff1822089da57e62b2496ac44f1b7f,2025-11-11T00:00:00Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:53:19Z,New York Rangers,Nashville Predators,betmgm,-180,145,-1.5,135,1.5,-165,5.5,-115,-105
2025-11-10,NHL,c64c0dc723efb4666359efe8f71eb2be,2025-11-11T00:00:00Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:52:12Z,New Jersey Devils,New York Islanders,caesars,-165,140,-1.5,158,1.5,-190,6.0,-125,105
2025-11-10,NHL,c64c0dc723efb4666359efe8f71eb2be,2025-11-11T00:00:00Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:53:19Z,New Jersey Devils,New York Islanders,betmgm,-165,135,-1.5,140,1.5,-170,6.0,-120,100
2025-11-10,NHL,9c306a928d9f407e4e980fcc54dd3192,2025-11-11T01:30:00Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:52:12Z,Edmonton Oilers,Columbus Blue Jackets,caesars,-178,150,-1.5,140,1.5,-165,6.5,-125,105
2025-11-10,NHL,9c306a928d9f407e4e980fcc54dd3192,2025-11-11T01:30:00Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:53:19Z,Edmonton Oilers,Columbus Blue Jackets,betmgm,-175,145,-1.5,135,1.5,-160,6.5,-130,105
2025-11-10,NHL,cae9375c2dfdc84c610cd4a6234753c2,2025-11-11T03:00:00Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:52:12Z,Vegas Golden Knights,Florida Panthers,caesars,-145,122,-1.5,175,1.5,-210,6.0,-115,-105
2025-11-10,NHL,cae9375c2dfdc84c610cd4a6234753c2,2025-11-11T03:00:00Z,2025-11-10T05:00:00Z,2025-11-10T04:55:37Z,"Sun, 08 Feb 2026 05:18:20 GMT",2025-11-10T04:53:19Z,Vegas Golden Knights,Florida Panthers,betmgm,-145,118,-1.5,165,1.5,-200,6.0,-105,-115
