date,sport,game_id,commence_time,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2024-03-23,NHL,1403a591330ae6c7030b94cf59c6a565,2024-03-23T17:00:00Z,Philadelphia Flyers,Boston Bruins,betmgm,115,-135,1.5,-225,-1.5,180,6.0,-105,-115
2024-03-23,NHL,1403a591330ae6c7030b94cf59c6a565,2024-03-23T17:00:00Z,Philadelphia Flyers,Boston Bruins,caesars,118,-140,1.5,-205,-1.5,170,6.0,-105,-115
2024-03-23,NHL,303784d75dcc8f461e9945cdca16cbc7,2024-03-23T17:00:00Z,New York Islanders,Winnipeg Jets,betmgm,120,-145,1.5,-225,-1.5,180,5.5,-110,-110
2024-03-23,NHL,303784d75dcc8f461e9945cdca16cbc7,2024-03-23T17:00:00Z,New York Islanders,Winnipeg Jets,caesars,118,-140,1.5,-220,-1.5,180,5.5,-115,-105
2024-03-23,NHL,9e301eb62be437a4e4c18a41c76e92e4,2024-03-23T18:00:00Z,Minnesota Wild,St Louis Blues,betmgm,-150,125,-1.5,170,1.5,-210,5.5,-125,105
2024-03-23,NHL,9e301eb62be437a4e4c18a41c76e92e4,2024-03-23T18:00:00Z,Minnesota Wild,St Louis Blues,caesars,-145,122,-1.5,180,1.5,-220,5.5,-120,100
2024-03-23,NHL,03fb0c70abdda766c01c7820bb5dc715,2024-03-23T21:00:00Z,Nashville Predators,Detroit Red Wings,betmgm,-165,140,-1.5,145,1.5,-175,6.5,-110,-110
2024-03-23,NHL,03fb0c70abdda766c01c7820bb5dc715,2024-03-23T21:00:00Z,Nashville Predators,Detroit Red Wings,caesars,-170,143,-1.5,143,1.5,-170,6.5,-110,-110
2024-03-23,NHL,a243901936d786bd3873f7b264fba3d1,2024-03-23T23:00:00Z,Toronto Maple Leafs,Edmonton Oilers,betmgm,115,-135,1.5,-225,-1.5,180,6.5,-115,-105
2024-03-23,NHL,a243901936d786bd3873f7b264fba3d1,2024-03-23T23:00:00Z,Toronto Maple Leafs,Edmonton Oilers,caesars,115,-135,1.5,-210,-1.5,175,6.5,-125,105
2024-03-23,NHL,6cc4a73bea2e2c63e47d4f3650a1c171,2024-03-23T23:00:00Z,New Jersey Devils,Ottawa Senators,caesars,-160,135,-1.5,150,1.5,-178,6.5,-120,100
2024-03-23,NHL,6cc4a73bea2e2c63e47d4f3650a1c171,2024-03-23T23:00:00Z,New Jersey Devils,Ottawa Senators,betmgm,-165,140,-1.5,145,1.5,-175,6.5,-115,-105
2024-03-23,NHL,ef3b07bc29554ba908ec5e9a6ee7d467,2024-03-24T00:00:00Z,New York Rangers,Florida Panthers,betmgm,-110,-110,1.5,-250,-1.5,200,6.0,-105,-115
2024-03-23,NHL,ef3b07bc29554ba908ec5e9a6ee7d467,2024-03-24T00:00:00Z,New York Rangers,Florida Panthers,caesars,-115,-105,-1.5,210,1.5,-260,6.0,100,-120
2024-03-23,NHL,01b342c64288223e75aeaf06b8c31f3c,2024-03-24T02:00:00Z,Vancouver Canucks,Calgary Flames,caesars,-195,162,-1.5,135,1.5,-160,6.0,-120,100
2024-03-23,NHL,01b342c64288223e75aeaf06b8c31f3c,2024-03-24T02:00:00Z,Vancouver Canucks,Calgary Flames,betmgm,-185,150,-1.5,135,1.5,-160,6.0,-120,100
2024-03-23,NHL,ffc02a4164ca89fea7e7b9648f186451,2024-03-24T02:30:00Z,San Jose Sharks,Chicago Blackhawks,caesars,-105,-115,1.5,-267,-1.5,215,6.0,-110,-110
2024-03-23,NHL,ffc02a4164ca89fea7e7b9648f186451,2024-03-24T02:30:00Z,San Jose Sharks,Chicago Blackhawks,betmgm,-105,-115,1.5,-250,-1.5,200,6.0,-110,-110
2024-03-23,NHL,d479aa25647b8c8cd6a7ae088ee9f66d,2024-03-24T02:30:00Z,Vegas Golden Knights,Columbus Blue Jackets,betmgm,-350,260,-1.5,-145,1.5,120,6.5,-105,-115
2024-03-23,NHL,d479aa25647b8c8cd6a7ae088ee9f66d,2024-03-24T02:30:00Z,Vegas Golden Knights,Columbus Blue Jackets,caesars,-365,285,-1.5,-145,1.5,122,6.5,-105,-115
2024-03-23,NHL,6b9d29aee28629cd9a7a4c60149ffe0c,2024-03-24T02:30:00Z,Los Angeles Kings,Tampa Bay Lightning,caesars,-130,110,-1.5,192,1.5,-235,6.0,-110,-110
2024-03-23,NHL,6b9d29aee28629cd9a7a4c60149ffe0c,2024-03-24T02:30:00Z,Los Angeles Kings,Tampa Bay Lightning,betmgm,-130,110,-1.5,190,1.5,-250,6.0,-110,-110
