date,sport,game_id,commence_time,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2025-02-22,NHL,82a53120d23d2bcfac66a2427039566d,2025-02-22T17:30:00Z,Detroit Red Wings,Minnesota Wild,betmgm,-130,110,-1.5,190,1.5,-235,5.5,-120,100
2025-02-22,NHL,dc44f10455b43a45bbe0f7d06a9f94c7,2025-02-22T18:00:00Z,Philadelphia Flyers,Edmonton Oilers,betmgm,165,-200,1.5,-150,-1.5,125,6.0,-115,-105
2025-02-22,NHL,f8b670004daed735142e866025c730ea,2025-02-22T20:00:00Z,Pittsburgh Penguins,Washington Capitals,betmgm,135,-160,1.5,-190,-1.5,155,5.5,-120,100
2025-02-22,NHL,ae872a5a2fb1785122850b8fc75bed65,2025-02-22T22:30:00Z,Buffalo Sabres,New York Rangers,betmgm,-102,-118,1.5,-250,-1.5,200,6.5,100,-120
2025-02-22,NHL,2e72df8c79d3d7b9e4ce797361fb1dbc,2025-02-22T23:00:00Z,Nashville Predators,Colorado Avalanche,betmgm,115,-135,1.5,-220,-1.5,180,6.0,-115,-105
2025-02-22,NHL,4d09f31fd7ec667b9f1db03d259a2e86,2025-02-22T23:00:00Z,New Jersey Devils,Dallas Stars,betmgm,-115,-105,-1.5,220,1.5,-275,5.5,-115,-105
2025-02-22,NHL,a122d4da8681adf4e908c25a2333b70b,2025-02-22T23:00:00Z,Florida Panthers,Seattle Kraken,betmgm,-225,185,-1.5,115,1.5,-135,6.0,100,-120
2025-02-22,NHL,43c9939315471600d2a6fc8b4c38516d,2025-02-23T00:00:00Z,Boston Bruins,Anaheim Ducks,betmgm,-200,165,-1.5,130,1.5,-155,5.5,-115,-105
2025-02-22,NHL,664bae9a81218e455ea0a79c299467bc,2025-02-23T00:00:00Z,Toronto Maple Leafs,Carolina Hurricanes,betmgm,105,-125,1.5,-250,-1.5,200,6.0,100,-120
2025-02-22,NHL,9b1a31a39b4005e3897dd195f76e41de,2025-02-23T00:00:00Z,Columbus Blue Jackets,Chicago Blackhawks,betmgm,-160,135,-1.5,150,1.5,-185,6.0,-120,100
2025-02-22,NHL,76a759be0b990f4bb6dc0040b2e73836,2025-02-23T00:00:00Z,Ottawa Senators,Montréal Canadiens,betmgm,-160,135,-1.5,155,1.5,-190,5.5,-120,100
2025-02-22,NHL,1792666ce862b87c8b7bdb4030203a16,2025-02-23T00:00:00Z,St Louis Blues,Winnipeg Jets,betmgm,105,-125,1.5,-235,-1.5,195,6.0,-105,-115
2025-02-22,NHL,e740bfb5feb08696652ed74b9e0c2f2f,2025-02-23T02:00:00Z,Los Angeles Kings,Utah Hockey Club,betmgm,-170,140,-1.5,150,1.5,-185,5.5,-105,-115
2025-02-22,NHL,74d42c401da9279bef5ed00a1694c9e3,2025-02-23T03:00:00Z,Vegas Golden Knights,Vancouver Canucks,betmgm,-220,180,-1.5,120,1.5,-145,5.5,100,-120
