date,sport,game_id,commence_time,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2025-11-08,NHL,83de96633051fe1401d7bbc7ff40896f,2025-11-08T17:40:00Z,New Jersey Devils,Pittsburgh Penguins,caesars,-190,158,-1.5,130,1.5,-155,6.5,-110,-110
2025-11-08,NHL,83de96633051fe1401d7bbc7ff40896f,2025-11-08T17:40:00Z,New Jersey Devils,Pittsburgh Penguins,betmgm,-190,154,-1.5,125,1.5,-150,6.5,-110,-110
2025-11-08,NHL,24bae9982e9435f1f8e3530cf345f09f,2025-11-08T18:10:00Z,Philadelphia Flyers,Ottawa Senators,caesars,100,-120,1.5,-260,-1.5,210,6.0,-105,-115
2025-11-08,NHL,24bae9982e9435f1f8e3530cf345f09f,2025-11-08T18:10:00Z,Philadelphia Flyers,Ottawa Senators,betmgm,100,-120,1.5,-235,-1.5,195,5.5,-120,100
2025-11-08,NHL,3ffb29817c76b7bc296cadc04da4def5,2025-11-08T20:40:00Z,Nashville Predators,Dallas Stars,caesars,135,-160,1.5,-195,-1.5,162,6.0,-105,-115
2025-11-08,NHL,3ffb29817c76b7bc296cadc04da4def5,2025-11-08T20:40:00Z,Nashville Predators,Dallas Stars,betmgm,135,-160,1.5,-185,-1.5,150,5.5,-120,100
2025-11-08,NHL,91eabbd88665e288570cfae948807cc0,2025-11-09T00:10:00Z,Toronto Maple Leafs,Boston Bruins,caesars,-190,158,-1.5,140,1.5,-165,6.0,-120,100
2025-11-08,NHL,91eabbd88665e288570cfae948807cc0,2025-11-09T00:10:00Z,Toronto Maple Leafs,Boston Bruins,betmgm,-200,165,-1.5,118,1.5,-145,6.0,-118,-102
2025-11-08,NHL,68ee1206bec8a78054f435bad5ac9124,2025-11-09T00:10:00Z,Carolina Hurricanes,Buffalo Sabres,caesars,-260,210,-1.5,100,1.5,-120,6.5,100,-120
2025-11-08,NHL,68ee1206bec8a78054f435bad5ac9124,2025-11-09T00:10:00Z,Carolina Hurricanes,Buffalo Sabres,betmgm,-250,200,-1.5,-102,1.5,-118,6.5,100,-120
2025-11-08,NHL,1c4602af6904ca5a0fe5f8ccaf7e383b,2025-11-09T00:10:00Z,Montréal Canadiens,Utah Mammoth,caesars,100,-120,1.5,-250,-1.5,205,6.0,-120,100
2025-11-08,NHL,1c4602af6904ca5a0fe5f8ccaf7e383b,2025-11-09T00:10:00Z,Montréal Canadiens,Utah Mammoth,betmgm,100,-120,1.5,-235,-1.5,190,6.0,-118,-102
2025-11-08,NHL,12736ad983930cb84f8fb3d5c39ac6d2,2025-11-09T00:10:00Z,New York Rangers,New York Islanders,caesars,-160,135,-1.5,158,1.5,-190,6.0,-110,-110
2025-11-08,NHL,12736ad983930cb84f8fb3d5c39ac6d2,2025-11-09T00:10:00Z,New York Rangers,New York Islanders,betmgm,-160,135,-1.5,150,1.5,-185,6.0,-105,-115
2025-11-08,NHL,9bede117b8a2cd16b8ea1343c455f92f,2025-11-09T00:10:00Z,St Louis Blues,Seattle Kraken,caesars,-165,140,-1.5,162,1.5,-195,6.0,-105,-115
2025-11-08,NHL,9bede117b8a2cd16b8ea1343c455f92f,2025-11-09T00:10:00Z,St Louis Blues,Seattle Kraken,betmgm,-160,135,-1.5,145,1.5,-175,6.0,-110,-110
2025-11-08,NHL,80f277fc4cbc74f040809d8f77b1b211,2025-11-09T00:10:00Z,Tampa Bay Lightning,Washington Capitals,caesars,-145,122,-1.5,170,1.5,-205,6.0,-105,-115
2025-11-08,NHL,80f277fc4cbc74f040809d8f77b1b211,2025-11-09T00:10:00Z,Tampa Bay Lightning,Washington Capitals,betmgm,-150,125,-1.5,155,1.5,-190,6.0,-105,-115
2025-11-08,NHL,b10d34eaa8cc04142c8dbabcb28fd648,2025-11-09T03:10:00Z,Vegas Golden Knights,Anaheim Ducks,caesars,-210,175,-1.5,126,1.5,-150,6.5,-115,-105
2025-11-08,NHL,b10d34eaa8cc04142c8dbabcb28fd648,2025-11-09T03:10:00Z,Vegas Golden Knights,Anaheim Ducks,betmgm,-200,165,-1.5,120,1.5,-145,6.5,-110,-110
2025-11-08,NHL,d9ff0858abc33f15afd36eb6517d004d,2025-11-09T03:10:00Z,Edmonton Oilers,Colorado Avalanche,caesars,110,-130,1.5,-240,-1.5,196,6.5,-105,-115
2025-11-08,NHL,d9ff0858abc33f15afd36eb6517d004d,2025-11-09T03:10:00Z,Edmonton Oilers,Colorado Avalanche,betmgm,105,-125,1.5,-220,-1.5,180,6.5,-102,-118
2025-11-08,NHL,a53bd93ad6365f928e46bc1db78059f1,2025-11-09T03:10:00Z,Vancouver Canucks,Columbus Blue Jackets,caesars,-115,-105,-1.5,210,1.5,-260,6.5,100,-120
2025-11-08,NHL,a53bd93ad6365f928e46bc1db78059f1,2025-11-09T03:10:00Z,Vancouver Canucks,Columbus Blue Jackets,betmgm,-115,-105,-1.5,200,1.5,-250,6.5,-102,-118
2025-11-08,NHL,f215a410809d01fbbbf9d61bc5f6cce9,2025-11-09T03:10:00Z,San Jose Sharks,Florida Panthers,betmgm,200,-250,1.5,-115,-1.5,-105,6.5,100,-120
2025-11-08,NHL,f215a410809d01fbbbf9d61bc5f6cce9,2025-11-09T03:10:00Z,San Jose Sharks,Florida Panthers,caesars,210,-260,1.5,-125,-1.5,105,6.5,100,-120
