date,sport,game_id,commence_time,snapshot_taken_at_utc,api_snapshot_timestamp_utc,response_received_at_utc,bookmaker_last_update_utc,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2026-03-07,NHL,97df2ad273fb56b34417ab6cb86d1ab3,2026-03-07T17:30:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Boston Bruins,Washington Capitals,betmgm,-130,105,-1.5,185,1.5,-225,6.0,-120,100
2026-03-07,NHL,7cbe2fba8e50bda9c4f6429c12a3c3ea,2026-03-07T20:00:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,New Jersey Devils,New York Rangers,betmgm,-160,135,-1.5,150,1.5,-185,5.5,-115,-105
2026-03-07,NHL,75eec947c67c9b4bd4102a2f9d805366,2026-03-07T22:30:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Buffalo Sabres,Nashville Predators,betmgm,-185,150,-1.5,135,1.5,-160,6.5,100,-120
2026-03-07,NHL,a3bc9de758e4c1a689225be737e12fcf,2026-03-07T22:30:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Pittsburgh Penguins,Philadelphia Flyers,betmgm,-140,115,-1.5,170,1.5,-210,6.0,100,-120
2026-03-07,NHL,98c7f94bd7325ef6499ed43b5ff2a7eb,2026-03-08T00:00:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Columbus Blue Jackets,Utah Mammoth,betmgm,-102,-118,1.5,-250,-1.5,200,6.0,-110,-110
2026-03-07,NHL,a8a88795963ae7288ccc62360f0e4647,2026-03-08T00:00:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Los Angeles Kings,Montréal Canadiens,betmgm,-125,105,-1.5,185,1.5,-225,6.0,-110,-110
2026-03-07,NHL,8cfa65b43de86b07c728ff9a5c78ed0b,2026-03-08T00:00:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Toronto Maple Leafs,Tampa Bay Lightning,betmgm,150,-185,1.5,-155,-1.5,125,6.5,-105,-115
2026-03-07,NHL,368f50f7b8ac85e84393ae7f9059d0d8,2026-03-08T00:00:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Winnipeg Jets,Vancouver Canucks,betmgm,-275,220,-1.5,-110,1.5,-110,6.0,-110,-110
2026-03-07,NHL,466393dc569339fdc4d4a19b2a718d5c,2026-03-08T03:00:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Calgary Flames,Carolina Hurricanes,betmgm,155,-190,1.5,-155,-1.5,125,6.0,-102,-118
2026-03-07,NHL,8ecf2285e39ce306c4b4867c986b9631,2026-03-08T03:00:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,San Jose Sharks,New York Islanders,betmgm,110,-135,1.5,-220,-1.5,180,6.0,-120,100
2026-03-07,NHL,dda6969bf62459c18c047cfd9d804eb4,2026-03-08T03:00:00Z,2026-03-07T15:29:58Z,,"Sat, 07 Mar 2026 15:29:58 GMT",2026-03-07T15:29:48Z,Seattle Kraken,Ottawa Senators,betmgm,125,-150,1.5,-200,-1.5,165,6.0,-105,-115
