date,sport,game_id,commence_time,snapshot_taken_at_utc,api_snapshot_timestamp_utc,response_received_at_utc,bookmaker_last_update_utc,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2026-03-17,NHL,31ff36b939589e06055491f1d8aec95a,2026-03-17T23:10:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Montréal Canadiens,Boston Bruins,betmgm,-160,135,-1.5,154,1.5,-185,6.5,-105,-115
2026-03-17,NHL,67ba228ae7a60bbab128fd6274fe262c,2026-03-17T23:10:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Columbus Blue Jackets,Carolina Hurricanes,betmgm,105,-125,1.5,-235,-1.5,190,6.5,-105,-115
2026-03-17,NHL,ac2572c449fcdbfd787a79d60b69e7ee,2026-03-17T23:10:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Toronto Maple Leafs,New York Islanders,betmgm,125,-150,1.5,-200,-1.5,165,6.0,-110,-110
2026-03-17,NHL,c0056bb3deb856d36e5c16024094563a,2026-03-17T23:40:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Chicago Blackhawks,Minnesota Wild,betmgm,145,-175,1.5,-170,-1.5,140,6.0,-105,-115
2026-03-17,NHL,95d3df5719f8cf3e75b7ac785e4833f8,2026-03-18T00:10:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Winnipeg Jets,Nashville Predators,betmgm,-130,110,-1.5,190,1.5,-235,6.0,100,-120
2026-03-17,NHL,4b661c344ab22cd5a70faff8982191a2,2026-03-18T01:10:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Edmonton Oilers,San Jose Sharks,betmgm,-165,140,-1.5,135,1.5,-160,7.0,100,-120
2026-03-17,NHL,86347cbc349f3048f144432388c72927,2026-03-18T02:10:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Vegas Golden Knights,Buffalo Sabres,betmgm,-130,110,-1.5,185,1.5,-225,6.5,-110,-110
2026-03-17,NHL,99a0d9c87d9951439455d009358c21f6,2026-03-18T02:10:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Vancouver Canucks,Florida Panthers,betmgm,130,-155,1.5,-190,-1.5,155,6.0,-110,-110
2026-03-17,NHL,b04ac08fd99757e46ef19fd418ef1127,2026-03-18T02:10:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Seattle Kraken,Tampa Bay Lightning,betmgm,155,-190,1.5,-155,-1.5,130,6.0,-120,100
2026-03-17,NHL,ec0dcf609ea452b05d902d76b892c658,2026-03-18T23:00:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Carolina Hurricanes,Pittsburgh Penguins,betmgm,-170,140,-1.5,140,1.5,-170,6.0,-120,100
2026-03-17,NHL,c781e17c9b7e43ff86ca0cdcda2fd20c,2026-03-18T23:00:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,New York Rangers,New Jersey Devils,betmgm,-105,-115,-1.5,220,1.5,-275,6.0,-110,-110
2026-03-17,NHL,069a610fbb90adb38785efe8ea88a213,2026-03-18T23:30:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Washington Capitals,Ottawa Senators,betmgm,-105,-115,-1.5,220,1.5,-275,6.5,-105,-115
2026-03-17,NHL,3823357462fd967d18f73586a4703358,2026-03-19T01:30:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Calgary Flames,St Louis Blues,betmgm,-102,-118,-1.5,230,1.5,-285,5.5,-115,-105
2026-03-17,NHL,cc0a178e1b67dd05da493c110f6a086a,2026-03-19T01:30:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Colorado Avalanche,Dallas Stars,betmgm,-160,135,-1.5,150,1.5,-185,6.0,-110,-110
2026-03-17,NHL,aa034f3d5a318a5142817618dc54cbfa,2026-03-19T02:00:00Z,2026-03-17T19:30:02Z,,"Tue, 17 Mar 2026 19:30:03 GMT",2026-03-17T19:29:05Z,Anaheim Ducks,Philadelphia Flyers,betmgm,-155,125,-1.5,154,1.5,-190,6.0,-125,105
